v	t	wave	gold	pan	stolen	hp	maxHp	hx	hz	alive	wr	th	stand	wrecked	kinds	offer	sec
367	589.3	19	196	800	0	135	175	0	12	22	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
368	589.4	19	196	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
369	589.5	19	196	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
370	589.6	19	196	800	0	135	175	0	12	20	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
371	590.2	19	199	800	0	135	175	0	12	21	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
372	590.4	19	199	800	0	135	175	0	12	20	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
373	590.5	19	199	800	0	135	175	0	12	20	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
374	590.8	19	199	800	0	135	175	0	12	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	3	0
375	590.9	19	199	800	0	135	175	0	12	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
376	591.3	19	199	800	0	135	175	0	12	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
377	591.4	19	199	800	0	135	175	0	12	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
378	591.8	19	199	800	0	135	175	0	12	20	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
379	592	19	199	800	0	135	175	0	12	20	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
380	592.2	19	199	800	0	135	175	0	12	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
381	592.3	19	199	800	0	135	175	0	12	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
382	592.7	19	189	800	0	135	175	0	12	20	4	0	49	3	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
383	592.9	19	192	800	0	135	175	0	12	19	4	0	49	3	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
384	592.9	19	191	800	0	135	175	0	12	19	4	0	49	3	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
385	593.1	19	191	800	0	135	175	0	12	19	4	0	49	3	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
386	593.2	19	191	800	0	135	175	0	12	19	4	0	49	3	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
387	593.6	19	187	800	0	135	175	0	12	19	4	0	49	3	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
388	593.8	19	186	800	0	135	175	0	12	19	4	0	49	3	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
389	594	19	185	800	0	135	175	0	12	19	4	0	48	4	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
390	594.1	19	185	800	0	135	175	0	12	19	4	0	48	4	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
391	594.5	19	188	800	0	135	175	0	12	18	3	0	48	4	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
392	595	19	187	800	0	135	175	0	12	18	3	0	48	4	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
393	595	19	187	800	0	135	175	0	12	18	3	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
394	595.4	19	190	800	0	135	175	0	12	18	3	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
395	596.2	19	189	800	0	135	175	0	12	18	3	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
396	596.3	19	189	800	0	135	175	0	12	18	3	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
397	596.6	19	189	800	0	135	175	0	12	19	3	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
398	597.1	19	188	800	0	135	175	0	12	16	2	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
399	597.2	19	188	800	0	135	175	0	12	16	2	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
400	598	19	190	800	0	135	175	0	12	17	2	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
401	598.1	19	190	800	0	135	175	0	12	17	2	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
402	599	19	189	800	0	135	175	0	12	14	1	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
403	599.9	19	191	800	0	135	175	0	12	14	1	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
404	600	20	191	800	0	135	175	0	12	34	1	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
405	600.8	20	193	800	0	135	175	0	12	33	1	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
406	601.7	20	192	800	0	135	175	0	12	31	1	0	47	5	{"sentry_beacon":6,"palisade":32,"sluice":3,"turret":4,"lantern_post":7}	0	0
407	609.9	20	196	800	0	103	175	0	12	36	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
408	609.9	20	196	800	0	103	175	0	12	36	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
409	610.2	20	199	800	0	103	175	0	12	35	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
410	610.7	20	199	800	0	95	175	0	12	30	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
411	610.8	20	199	800	0	95	175	0	12	30	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
412	610.8	20	199	800	0	95	175	0	12	30	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
413	611.1	20	199	800	0	87	175	0	12	29	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
414	611.6	20	199	800	0	79	175	0	12	28	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
415	611.7	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
416	611.7	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
417	611.7	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
418	612	20	199	800	0	79	175	0	12	27	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
419	612.5	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
420	612.6	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
421	612.6	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
422	612.9	20	199	800	0	79	175	0	12	27	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
423	613.4	20	199	800	0	79	175	0	12	27	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
424	613.5	20	199	800	0	79	175	0	12	27	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
425	613.5	20	199	800	0	79	175	0	12	27	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
426	613.8	20	199	800	0	79	175	0	12	28	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
427	614.3	20	199	800	0	79	175	0	12	27	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
428	614.4	20	199	800	0	79	175	0	12	27	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
429	614.4	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
430	614.7	20	199	800	0	79	175	0	12	26	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
431	615.2	20	199	800	0	79	175	0	12	25	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
432	615.3	20	199	800	0	79	175	0	12	25	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
433	615.3	20	199	800	0	79	175	0	12	25	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
434	615.6	20	199	800	0	79	175	0	12	24	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
435	616.1	20	199	800	0	79	175	0	12	24	4	0	48	5	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
436	616.2	20	199	800	0	79	175	0	12	23	4	0	47	6	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
437	616.5	20	199	800	0	79	175	0	12	23	4	0	47	6	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
438	617	20	199	800	0	79	175	0	12	24	4	0	47	6	{"sentry_beacon":6,"palisade":33,"sluice":3,"turret":4,"lantern_post":7}	0	0
439	617.4	20	190	800	0	79	175	0	12	24	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
440	617.6	20	192	800	0	79	175	0	12	24	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
441	617.9	20	192	800	0	79	175	0	12	23	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
442	618.2	20	191	800	0	79	175	0	12	21	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	3	0
443	618.3	20	191	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
444	618.5	20	191	800	0	132	175	0	12	21	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
445	618.8	20	190	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
446	619.2	20	192	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
447	619.4	20	192	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
448	619.7	20	191	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
449	620.1	20	190	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
450	620.3	20	193	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
451	620.6	20	192	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
452	621	20	191	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
453	621.2	20	191	800	0	132	175	0	12	20	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
454	621.5	20	190	800	0	132	175	0	12	19	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
455	621.9	20	189	800	0	132	175	0	12	19	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
456	622.1	20	189	800	0	132	175	0	12	19	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
457	622.4	20	188	800	0	132	175	0	12	19	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
458	622.8	20	187	800	0	132	175	0	12	19	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
459	623	20	187	800	0	132	175	0	12	19	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
460	623.3	20	190	800	0	132	175	0	12	19	4	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
461	623.7	20	189	800	0	132	175	0	12	18	3	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
462	624.2	20	191	800	0	132	175	0	12	18	3	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
463	624.6	20	190	800	0	132	175	0	12	17	3	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
464	625.1	20	190	800	0	132	175	0	12	18	3	0	48	6	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
465	625.5	20	192	800	0	132	175	0	12	17	3	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
466	626	20	191	800	0	132	175	0	12	17	3	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
467	626.4	20	190	800	0	132	175	0	12	17	3	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
468	626.9	20	189	800	0	132	175	0	12	17	3	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
469	627	20	189	800	0	132	175	0	12	17	3	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
470	627.3	20	188	800	0	132	175	0	12	16	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
471	627.8	20	187	800	0	132	175	0	12	15	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
472	628.2	20	186	800	0	132	175	0	12	16	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
473	628.7	20	188	800	0	132	175	0	12	15	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
474	629.1	20	187	800	0	132	175	0	12	16	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
475	629.6	20	189	800	0	132	175	0	12	17	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
476	630	21	188	800	0	132	175	0	12	36	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
477	630.5	21	190	800	0	132	175	0	12	36	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
478	630.9	21	189	800	0	132	175	0	12	35	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
479	631.4	21	188	800	0	132	175	0	12	35	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
480	631.8	21	187	800	0	132	175	0	12	34	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
481	632.3	21	187	800	0	132	175	0	12	33	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
482	632.7	21	186	800	0	132	175	0	12	32	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
483	633.2	21	185	800	0	132	175	0	12	31	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
484	633.6	21	184	800	0	132	175	0	12	31	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
485	634.1	21	187	800	0	132	175	0	12	29	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
486	634.5	21	186	800	0	132	175	0	12	29	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
487	635	21	185	800	0	132	175	0	12	28	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
488	635.4	21	187	800	0	132	175	0	12	27	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
489	635.9	21	186	800	0	124	175	0	12	26	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
490	636.3	21	185	800	0	124	175	0	12	26	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
491	636.8	21	184	800	0	116	175	0	12	24	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
492	637.2	21	183	800	0	108	175	0	12	24	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
493	637.7	21	182	800	0	108	175	0	12	23	2	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
494	638.1	21	181	800	0	100	175	0	12	38	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
495	638.6	21	180	800	0	92	175	0	12	36	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
496	639	21	179	800	0	92	175	0	12	36	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
497	639.5	21	181	800	0	84	175	0	12	33	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
498	639.9	21	180	800	0	84	175	0	12	32	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
499	640.2	21	180	800	0	84	175	0	12	31	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
500	640.3	21	179	800	0	84	175	0	12	29	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
501	640.4	21	179	800	0	84	175	0	12	29	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
502	640.8	21	178	800	0	84	175	0	12	29	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
503	641.1	21	178	800	0	84	175	0	12	28	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
504	641.2	21	178	800	0	84	175	0	12	28	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
505	641.3	21	178	800	0	84	175	0	12	29	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
506	641.7	21	177	800	0	84	175	0	12	28	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
507	642	21	176	800	0	84	175	0	12	28	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
508	642.1	21	176	800	0	84	175	0	12	29	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
509	642.2	21	176	800	0	84	175	0	12	29	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
510	642.6	21	175	800	0	84	175	0	12	29	6	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
511	642.9	21	175	800	0	84	175	0	12	29	5	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
512	643	21	175	800	0	84	175	0	12	29	5	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
513	643.1	21	175	800	0	84	175	0	12	29	5	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
514	643.5	21	174	800	0	84	175	0	12	29	5	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
515	643.8	21	173	800	0	84	175	0	12	30	5	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
516	643.9	21	173	800	0	84	175	0	12	29	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
517	644	21	173	800	0	84	175	0	12	28	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
518	644.4	21	172	800	0	84	175	0	12	28	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
519	644.7	21	172	800	0	84	175	0	12	27	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
520	644.8	21	172	800	0	84	175	0	12	27	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
521	644.9	21	172	800	0	84	175	0	12	27	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
522	645.3	21	171	800	0	84	175	0	12	24	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
523	645.6	21	170	800	0	84	175	0	12	22	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	3	0
524	645.7	21	170	800	0	84	175	0	12	22	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
525	645.8	21	169	800	0	84	175	0	12	21	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
526	646.2	21	168	800	0	84	175	0	12	22	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
527	646.5	21	167	800	0	84	175	0	12	22	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
528	646.6	21	167	800	0	84	175	0	12	21	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
529	646.7	21	167	800	0	84	175	0	12	21	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
530	647.1	21	166	800	0	84	175	0	12	21	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
531	647.4	21	166	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
532	647.5	21	166	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
533	647.6	21	166	800	0	84	175	0	12	21	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
534	648	21	165	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
535	648.3	21	164	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
536	648.4	21	164	800	0	84	175	0	12	19	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
537	648.5	21	164	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
538	648.9	21	163	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
539	649.2	21	163	800	0	84	175	0	12	19	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
540	649.3	21	163	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
541	649.4	21	162	800	0	84	175	0	12	20	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
542	649.8	21	161	800	0	84	175	0	12	19	4	0	47	7	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
543	650.1	21	161	800	0	84	175	0	12	19	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
544	650.3	21	160	800	0	84	175	0	12	19	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
545	650.4	21	160	800	0	84	175	0	12	19	4	0	46	8	{"sentry_beacon":6,"palisade":34,"sluice":3,"turret":4,"lantern_post":7}	0	0
