v	t	wave	gold	pan	stolen	hp	maxHp	hx	hz	alive	wr	th	stand	wrecked	kinds	offer	sec
354	584.1	19	39	920	0	175	175	0.3	11.9	25	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
355	584.1	19	39	920	0	175	175	0.3	11.9	25	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
356	584.6	19	38	920	0	175	175	0.3	11.9	25	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
357	584.9	19	38	920	0	175	175	0.3	11.9	25	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
358	585	19	38	920	0	175	175	0.3	11.9	24	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
359	585	19	38	920	0	175	175	0.3	11.9	24	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
360	585.5	19	38	920	0	175	175	0.3	11.9	24	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
361	585.8	19	37	920	0	175	175	0.3	11.9	23	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
362	585.9	19	37	920	0	175	175	0.3	11.9	23	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
363	585.9	19	37	920	0	175	175	0.3	11.9	23	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
364	586.4	19	36	920	0	175	175	0.3	11.9	21	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
365	586.7	19	36	920	0	175	175	0.3	11.9	19	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
366	586.8	19	36	920	0	175	175	0.3	11.9	20	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
367	586.8	19	36	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
368	587.3	19	36	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
369	587.6	19	35	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
370	587.7	19	35	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
371	587.9	19	34	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
372	588.2	19	37	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
373	588.5	19	37	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
374	588.6	19	37	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
375	588.8	19	40	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
376	589.1	19	39	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
377	589.4	19	39	920	0	175	175	0.3	11.9	19	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
378	589.5	19	39	920	0	175	175	0.3	11.9	19	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
379	589.7	19	38	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
380	590	19	38	920	0	175	175	0.3	11.9	19	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
381	590.2	19	38	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	3	0
382	590.3	19	38	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
383	590.4	19	38	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
384	590.6	19	38	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
385	590.9	19	37	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
386	591.2	19	37	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
387	591.3	19	37	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
388	591.5	19	36	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
389	591.8	19	36	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
390	592.1	19	36	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
391	592.2	19	36	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
392	592.4	19	36	920	0	175	175	0.3	11.9	18	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
393	592.7	19	35	920	0	175	175	0.3	11.9	17	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
394	593	19	35	920	0	175	175	0.3	11.9	17	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
395	593.1	19	38	920	0	175	175	0.3	11.9	17	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
396	593.3	19	37	920	0	175	175	0.3	11.9	17	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
397	593.6	19	37	920	0	175	175	0.3	11.9	17	4	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
398	593.9	19	40	920	0	175	175	0.3	11.9	16	4	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
399	594	19	40	920	0	175	175	0.3	11.9	17	4	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
400	594.2	19	40	920	0	175	175	0.3	11.9	17	4	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
401	594.8	19	39	920	0	175	175	0.3	11.9	16	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
402	594.9	19	39	920	0	175	175	0.3	11.9	15	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
403	595.7	19	38	920	0	175	175	0.3	11.9	15	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
404	595.8	19	38	920	0	175	175	0.3	11.9	15	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
405	596.6	19	37	920	0	175	175	0.3	11.9	15	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
406	596.7	19	37	920	0	175	175	0.3	11.9	15	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
407	597.5	19	39	920	0	175	175	0.3	11.9	15	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
408	597.6	19	39	920	0	175	175	0.3	11.9	15	2	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
409	598.4	19	41	920	0	175	175	0.3	11.9	14	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
410	599.3	19	43	920	0	175	175	0.3	11.9	13	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
411	600	20	43	920	0	175	175	0.3	11.9	33	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
412	600.2	20	42	920	0	175	175	0.3	11.9	33	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
413	601.1	20	41	920	0	175	175	0.3	11.9	31	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
414	602	20	40	920	0	175	175	0.3	11.9	31	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
415	602.9	20	42	920	0	175	175	0.3	11.9	29	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
416	603.8	20	47	920	0	175	175	0.3	11.9	28	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
417	604.7	20	47	920	0	175	175	0.3	11.9	27	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
418	605.6	20	46	920	0	175	175	0.3	11.9	25	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
419	606.5	20	45	920	0	175	175	0.3	11.9	23	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
420	607.4	20	44	920	0	175	175	0.3	11.9	16	1	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
421	608.3	20	50	920	0	167	175	0.3	11.9	28	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
422	609.2	20	52	920	0	151	175	0.3	11.9	23	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
423	609.6	20	51	920	0	151	175	0.3	11.9	23	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
424	609.6	20	51	920	0	151	175	0.3	11.9	23	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
425	610.1	20	51	920	0	151	175	0.3	11.9	22	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
426	610.5	20	51	920	0	151	175	0.3	11.9	23	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
427	610.5	20	51	920	0	151	175	0.3	11.9	23	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
428	611	20	50	920	0	151	175	0.3	11.9	23	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
429	611.1	20	50	920	0	151	175	0.3	11.9	23	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
430	611.2	20	49	920	0	151	175	0.3	11.9	24	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
431	611.4	20	49	920	0	151	175	0.3	11.9	24	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
432	611.4	20	49	920	0	151	175	0.3	11.9	24	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
433	611.9	20	49	920	0	151	175	0.3	11.9	24	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
434	612	20	49	920	0	151	175	0.3	11.9	25	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
435	612.1	20	49	920	0	151	175	0.3	11.9	25	5	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
436	612.3	20	49	920	0	151	175	0.3	11.9	24	5	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
437	612.9	20	48	920	0	151	175	0.3	11.9	22	4	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
438	613	20	48	920	0	151	175	0.3	11.9	22	4	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
439	613.1	20	48	920	0	151	175	0.3	11.9	22	4	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
440	613.9	20	54	920	0	151	175	0.3	11.9	22	3	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
441	613.9	20	54	920	0	151	175	0.3	11.9	22	3	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
442	614	20	54	920	0	151	175	0.3	11.9	22	3	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
443	614.8	20	54	920	0	151	175	0.3	11.9	20	3	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
444	614.8	20	54	920	0	151	175	0.3	11.9	20	3	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
445	614.9	20	54	920	0	151	175	0.3	11.9	20	3	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
446	615.6	20	53	920	0	151	175	0.3	11.9	18	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	3	0
447	615.7	20	53	920	0	175	175	0.3	11.9	18	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
448	615.7	20	53	920	0	175	175	0.3	11.9	18	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
449	616.6	20	52	920	0	175	175	0.3	11.9	15	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
450	616.6	20	52	920	0	175	175	0.3	11.9	14	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
451	617.5	20	51	920	0	175	175	0.3	11.9	14	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
452	617.5	20	51	920	0	175	175	0.3	11.9	14	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
453	618.4	20	53	920	0	175	175	0.3	11.9	15	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
454	618.4	20	53	920	0	175	175	0.3	11.9	15	2	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
455	619.3	20	55	920	0	175	175	0.3	11.9	15	1	0	44	5	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
456	620.2	20	52	920	0	175	175	0.3	11.9	13	0	0	45	4	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
457	630	21	88	950	0	175	175	0.3	11.9	34	0	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
458	633.5	21	91	950	0	175	175	0.3	11.9	27	0	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
459	640.1	21	87	950	0	143	175	0.3	11.9	32	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
460	640.3	21	87	950	0	143	175	0.3	11.9	29	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
461	641	21	87	950	0	143	175	0.3	11.9	27	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
462	641.2	21	87	950	0	143	175	0.3	11.9	27	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
463	641.9	21	87	950	0	143	175	0.3	11.9	27	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
464	642.3	21	87	950	0	143	175	0.3	11.9	26	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
465	642.5	21	77	950	0	143	175	0.3	11.9	26	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
466	642.6	21	77	950	0	143	175	0.3	11.9	26	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
467	642.9	21	77	950	0	143	175	0.3	11.9	27	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
468	643.2	21	75	950	0	143	175	0.3	11.9	27	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
469	643.3	21	75	950	0	143	175	0.3	11.9	27	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
470	643.5	21	75	950	0	143	175	0.3	11.9	26	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
471	643.8	21	75	950	0	143	175	0.3	11.9	26	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
472	644.1	21	73	950	0	143	175	0.3	11.9	26	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
473	644.2	21	73	950	0	143	175	0.3	11.9	25	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
474	644.7	21	73	950	0	143	175	0.3	11.9	24	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
475	645.1	21	72	950	0	143	175	0.3	11.9	24	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
476	645.6	21	71	950	0	143	175	0.3	11.9	23	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
477	645.8	21	71	950	0	143	175	0.3	11.9	22	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	3	0
478	646	21	71	950	0	143	175	0.3	11.9	23	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
479	646.5	21	70	950	0	143	175	0.3	11.9	20	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
480	646.9	21	73	950	0	143	175	0.3	11.9	20	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
481	647.4	21	67	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
482	647.8	21	65	950	0	143	175	0.3	11.9	20	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
483	648.3	21	65	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
484	648.7	21	63	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
485	649.2	21	63	950	0	143	175	0.3	11.9	18	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
486	649.6	21	62	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
487	650.1	21	61	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
488	650.5	21	61	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
489	651	21	57	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
490	651.4	21	55	950	0	143	175	0.3	11.9	19	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
491	651.9	21	58	950	0	143	175	0.3	11.9	19	3	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
492	652.3	21	56	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
493	652.8	21	56	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
494	653.2	21	55	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
495	653.7	21	54	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
496	654.1	21	54	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
497	654.6	21	50	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
498	655	21	48	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
499	655.5	21	48	950	0	143	175	0.3	11.9	17	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
500	655.9	21	46	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
501	656.4	21	46	950	0	143	175	0.3	11.9	17	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
502	656.8	21	48	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
503	657.3	21	47	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
504	657.7	21	47	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
505	658.2	21	43	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
506	658.6	21	41	950	0	143	175	0.3	11.9	17	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
507	659.1	21	41	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
508	659.5	21	39	950	0	143	175	0.3	11.9	17	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
509	660	21	39	950	0	143	175	0.3	11.9	18	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
510	660	22	39	950	0	143	175	0.3	11.9	38	2	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
511	660.4	22	38	950	0	143	175	0.3	11.9	36	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
512	661.3	22	37	950	0	143	175	0.3	11.9	35	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
513	662.2	22	39	950	0	143	175	0.3	11.9	33	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
514	663.1	22	38	950	0	143	175	0.3	11.9	31	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
515	664	22	37	950	0	143	175	0.3	11.9	29	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
516	664.9	22	36	950	0	143	175	0.3	11.9	28	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
517	665.8	22	35	950	0	143	175	0.3	11.9	26	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
518	666.7	22	37	950	0	143	175	0.3	11.9	21	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
519	667.6	22	36	950	0	143	175	0.3	11.9	16	1	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
520	668.5	22	35	950	0	135	175	0.3	11.9	30	5	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
521	669.4	22	34	950	0	127	175	0.3	11.9	26	5	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
522	669.7	22	34	950	0	127	175	0.3	11.9	27	5	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
523	669.8	22	34	950	0	127	175	0.3	11.9	27	5	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
